task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	82/369edf	5840330	NFCORE_RNASPLICE:RNASPLICE:CONTRASTS_CHECK:CONTRASTSHEET_CHECK (contrastsheet.csv)	COMPLETED	0	2026-03-23 10:41:51.723	52.9s	0ms	48.3%	16.6 MB	21.7 MB	2 MB	1.8 KB
2	a9/206d48	5840333	NFCORE_RNASPLICE:RNASPLICE:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_few_samples.csv)	COMPLETED	0	2026-03-23 10:41:51.800	52.9s	0ms	49.5%	16.8 MB	21.9 MB	2 MB	3.9 KB
4	d2/4d049f	5840332	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:GUNZIP_GTF (gencode.v49.primary_assembly.annotation.gtf.gz)	COMPLETED	0	2026-03-23 10:41:51.777	1m 13s	13.5s	93.8%	4.4 MB	7.2 MB	89.3 MB	3.1 GB
1	e3/468479	5840331	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:GUNZIP_FASTA (GRCh38.primary_assembly.genome.fa.gz)	COMPLETED	0	2026-03-23 10:41:51.753	1m 28s	25.8s	83.3%	4.4 MB	7.2 MB	806.6 MB	2.9 GB
39	6e/73863b	5840372	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-03-23 10:43:19.978	1m 55s	11s	95.8%	4.7 MB	12 MB	2.9 GB	15.8 KB
33	74/6e1658	5840370	NFCORE_RNASPLICE:RNASPLICE:EDGER_DEU:SUBREAD_FLATTENGTF (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:12.330	2m 7s	15s	97.1%	180.5 MB	196.6 MB	3.1 GB	48.4 MB
18	ef/583edc	5840345	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR27320655)	COMPLETED	0	2026-03-23 10:42:45.057	2m 40s	1m 28s	187.6%	1.3 GB	6.1 GB	1.6 GB	4.4 MB
38	10/1e5e94	5840371	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:GTF_GENE_FILTER (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-03-23 10:43:19.739	2m 20s	23s	92.0%	3.8 GB	3.8 GB	6 GB	3.1 GB
6	4b/8a29e5	5840346	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR17866817)	COMPLETED	0	2026-03-23 10:42:45.076	3m 10s	1m 58s	193.5%	1.3 GB	6 GB	2.1 GB	4.4 MB
32	7f/9e2c1a	5840367	NFCORE_RNASPLICE:RNASPLICE:TX2GENE_TXIMPORT_STAR_SALMON:GFFREAD_TX2GENE (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:05.977	2m 54s	54s	100.0%	1.1 GB	1.1 GB	3.1 GB	44.3 MB
30	51/87ab5b	5840363	NFCORE_RNASPLICE:RNASPLICE:TX2GENE_TXIMPORT_SALMON:GFFREAD_TX2GENE (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:04.744	2m 55s	56s	99.9%	1.1 GB	1.1 GB	3.1 GB	44.3 MB
10	35/3500c1	5840344	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR17866820)	COMPLETED	0	2026-03-23 10:42:45.038	3m 25s	2m 15s	192.7%	1.2 GB	6.1 GB	2.1 GB	4.4 MB
8	3d/cc9683	5840349	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR17866818)	COMPLETED	0	2026-03-23 10:42:45.135	3m 45s	1m 26s	198.1%	1.1 GB	6 GB	1.6 GB	4.4 MB
16	fa/518f6b	5840348	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR17866822)	COMPLETED	0	2026-03-23 10:42:45.117	3m 55s	1m 36s	198.1%	1.1 GB	6 GB	1.7 GB	4.4 MB
26	f9/599681	5840354	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR27320658)	COMPLETED	0	2026-03-23 10:42:47.250	4m 2s	1m 45s	199.2%	1.1 GB	6 GB	2.1 GB	4.4 MB
35	ee/1c93e5	5840364	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:GENERATE_EVENTS_IOI (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:04.821	3m 45s	1m 46s	94.9%	2.8 GB	3.1 GB	3.1 GB	436.2 MB
34	77/04caa1	5840366	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:GENERATE_EVENTS_IOI (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:05.322	3m 44s	1m 44s	94.5%	2.7 GB	3.1 GB	3.1 GB	436.2 MB
9	d2/501860	5840342	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR17866819)	COMPLETED	0	2026-03-23 10:42:44.976	4m 10s	1m 50s	197.5%	1.1 GB	6 GB	2 GB	4.4 MB
11	22/6214fc	5840347	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR17866821)	COMPLETED	0	2026-03-23 10:42:45.097	4m 10s	1m 51s	199.8%	1.1 GB	6 GB	2 GB	4.4 MB
19	bd/1d3a56	5840352	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR27320656)	COMPLETED	0	2026-03-23 10:42:47.209	4m 22s	2m 3s	197.8%	1.1 GB	6 GB	2.3 GB	4.4 MB
28	f6/f0fa0a	5840359	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR27320660)	COMPLETED	0	2026-03-23 10:42:47.345	4m 47s	1m 23s	198.5%	1.1 GB	6 GB	1.5 GB	4.4 MB
27	65/e8b768	5840357	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR27320659)	COMPLETED	0	2026-03-23 10:42:47.312	5m 17s	1m 50s	199.7%	1.1 GB	6 GB	2 GB	4.4 MB
31	1f/b86aaf	5840368	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:GENERATE_EVENTS_IOE (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:06.905	5m 28s	3m 25s	96.8%	2.8 GB	3.1 GB	3.4 GB	1.7 GB
29	9c/6f1be3	5840365	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:GENERATE_EVENTS_IOE (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:04.980	5m 30s	3m 25s	97.2%	2.8 GB	3.1 GB	3.4 GB	1.7 GB
40	cf/3ad8e0	5840401	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-03-23 10:45:39.853	3m 10s	1m 10s	97.9%	3.3 GB	3.5 GB	7.8 GB	4.6 GB
20	4b/9984ab	5840358	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR27320657)	COMPLETED	0	2026-03-23 10:42:47.328	6m 17s	2m 54s	199.6%	1.1 GB	6.1 GB	3.1 GB	4.4 MB
7	b6/169e46	5840341	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR17866818)	COMPLETED	0	2026-03-23 10:42:44.957	7m 35s	6m 21s	532.4%	2.8 GB	4.1 GB	51 GB	49.4 GB
17	cd/7a1265	5840340	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR27320655)	COMPLETED	0	2026-03-23 10:42:44.936	7m 50s	6m 35s	524.2%	2.7 GB	4 GB	49.1 GB	47.5 GB
25	3d/c6b181	5840353	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR27320660)	COMPLETED	0	2026-03-23 10:42:47.230	8m 27s	6m 5s	553.4%	2.6 GB	3.8 GB	48.3 GB	46.8 GB
36	23/200a8d	5840369	NFCORE_RNASPLICE:RNASPLICE:DEXSEQ_DEU:DEXSEQ_ANNOTATION (gencode.v49.primary_assembly.annotation.gtf)	COMPLETED	0	2026-03-23 10:43:08.211	8m 36s	5m 30s	99.3%	2.1 GB	2.8 GB	3.1 GB	343.1 MB
15	1e/e061c9	5840338	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR17866822)	COMPLETED	0	2026-03-23 10:42:44.865	9m	7m 42s	484.2%	3.1 GB	4.5 GB	56.7 GB	54.9 GB
14	c7/18bda5	5840339	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR17866821)	COMPLETED	0	2026-03-23 10:42:44.917	9m 15s	8m 1s	545.1%	3.7 GB	5 GB	64.2 GB	62.2 GB
5	d7/a4f7ce	5840343	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR17866817)	COMPLETED	0	2026-03-23 10:42:45.013	9m 15s	8m 1s	558.2%	3.9 GB	5.2 GB	67.9 GB	65.7 GB
12	28/81cc28	5840337	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR17866819)	COMPLETED	0	2026-03-23 10:42:44.842	9m 20s	8m 3s	547.4%	3.7 GB	5 GB	65.2 GB	63.2 GB
24	4d/b57e22	5840355	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR27320659)	COMPLETED	0	2026-03-23 10:42:47.267	10m 42s	8m 21s	523.8%	3.6 GB	4.9 GB	62.9 GB	60.8 GB
13	9b/0c7f0c	5840336	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR17866820)	COMPLETED	0	2026-03-23 10:42:44.820	11m 5s	8m 41s	531.3%	3.9 GB	5.3 GB	71 GB	68.7 GB
21	66/722195	5840351	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR27320656)	COMPLETED	0	2026-03-23 10:42:45.191	11m 30s	9m 4s	541.7%	4.1 GB	5.5 GB	72.2 GB	69.9 GB
23	e7/3f2374	5840356	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR27320658)	COMPLETED	0	2026-03-23 10:42:47.283	13m 7s	8m 30s	528.1%	3.8 GB	5.1 GB	65 GB	62.9 GB
22	8c/832662	5840350	NFCORE_RNASPLICE:RNASPLICE:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR27320657)	COMPLETED	0	2026-03-23 10:42:45.154	14m 20s	11m 55s	560.3%	4.5 GB	5.8 GB	100.5 GB	97.3 GB
41	a6/22c198	5840452	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:SALMON_INDEX (genome.transcripts.fa)	COMPLETED	0	2026-03-23 10:48:49.733	19m 40s	18m 13s	669.2%	19.5 GB	48.3 GB	76.9 GB	39.2 GB
42	8a/a37639	5840654	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR17866818)	COMPLETED	0	2026-03-23 11:08:29.826	7m 10s	6m 27s	433.7%	19.1 GB	22.6 GB	21.4 GB	27.7 MB
43	64/eca41f	5840653	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR27320655)	COMPLETED	0	2026-03-23 11:08:29.803	7m 25s	6m 44s	413.8%	19.1 GB	22.6 GB	21.4 GB	27.7 MB
48	22/4c9bfb	5840652	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR17866819)	COMPLETED	0	2026-03-23 11:08:29.756	8m 10s	7m 32s	469.4%	19.2 GB	22.7 GB	21.8 GB	27.8 MB
37	1c/981fa0	5840373	NFCORE_RNASPLICE:RNASPLICE:PREPARE_GENOME:STAR_GENOMEGENERATE (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2026-03-23 10:43:20.287	37m 39s	32m 12s	730.4%	57.5 GB	74.2 GB	58.9 GB	72.3 GB
47	b7/e1b798	5840657	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR17866817)	COMPLETED	0	2026-03-23 11:08:29.944	15m	7m 26s	493.9%	19.4 GB	22.7 GB	21.9 GB	27.9 MB
53	0b/1feb95	5840661	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR27320657)	COMPLETED	0	2026-03-23 11:08:30.910	37m 4s	8m 26s	516.6%	19.2 GB	22.6 GB	22.8 GB	27.8 MB
45	40/656ea3	5840656	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR17866822)	COMPLETED	0	2026-03-23 11:08:29.876	38m 15s	30m 41s	103.2%	19.3 GB	22.6 GB	21.6 GB	27.7 MB
46	0f/eb0ee4	5840655	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR17866821)	COMPLETED	0	2026-03-23 11:08:29.850	38m 35s	30m 55s	107.7%	19.2 GB	22.7 GB	21.8 GB	27.8 MB
44	06/f98e01	5840659	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR27320660)	COMPLETED	0	2026-03-23 11:08:30.284	1h 8m 10s	43m 13s	66.8%	19.1 GB	22.6 GB	21.4 GB	27.7 MB
49	d2/a21c15	5840658	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR27320659)	COMPLETED	0	2026-03-23 11:08:30.078	1h 8m 10s	43m 12s	72.6%	19.1 GB	22.6 GB	21.8 GB	27.8 MB
50	59/b9164f	5840660	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR17866820)	COMPLETED	0	2026-03-23 11:08:30.530	1h 8m 40s	43m 44s	81.5%	19.2 GB	22.6 GB	21.9 GB	27.8 MB
51	a9/5dae3a	5840662	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR27320656)	COMPLETED	0	2026-03-23 11:08:30.943	1h 27m 49s	48m 49s	79.1%	19.2 GB	22.7 GB	22.1 GB	27.8 MB
52	1f/9ff6aa	5840663	NFCORE_RNASPLICE:RNASPLICE:SALMON_QUANT_SALMON (SRR27320658)	COMPLETED	0	2026-03-23 11:08:31.005	1h 48m 9s	54m 22s	65.1%	19.2 GB	22.6 GB	21.9 GB	27.8 MB
66	51/7379e9	5842018	NFCORE_RNASPLICE:RNASPLICE:TX2GENE_TXIMPORT_SALMON:TXIMPORT (gencode.v49.primary_assembly.annotation.tx2gene.tsv)	COMPLETED	0	2026-03-23 12:56:40.804	4m 50s	3m 45s	70.2%	1.6 GB	2.4 GB	1.3 GB	616.6 MB
68	6e/72d8c1	5842071	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:SPLIT_FILES_TPM (suppa_tpm.txt)	COMPLETED	0	2026-03-23 13:01:33.004	1m 28s	19s	62.9%	237.7 MB	338.9 MB	37.9 MB	55.6 MB
67	dc/d03693	5842072	NFCORE_RNASPLICE:RNASPLICE:DRIMSEQ_DEXSEQ_DTU_SALMON:DRIMSEQ_FILTER (1)	COMPLETED	0	2026-03-23 13:01:33.028	2m 2s	50s	31.4%	764.9 MB	1.6 GB	118 MB	14.2 MB
70	3d/2f2a0c	5842073	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:PSIPEREVENT (suppa_tpm.txt)	COMPLETED	0	2026-03-23 13:01:33.049	3m 22s	2m 13s	53.9%	2.8 GB	3.2 GB	372.2 MB	193 MB
69	b3/0e13e3	5842070	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:PSIPERISOFORM (suppa_tpm.txt)	COMPLETED	0	2026-03-23 13:01:31.511	3m 59s	2m 51s	63.5%	3.1 GB	3.4 GB	3.2 GB	59.8 MB
72	16/6540aa	5842095	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:SPLIT_FILES_IOE (suppa_local.psi)	COMPLETED	0	2026-03-23 13:04:55.318	47.7s	27s	97.8%	644.6 MB	745.9 MB	199.8 MB	533 MB
73	b4/0ffbfd	5842096	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:SPLIT_FILES_IOI (suppa_isoform.psi)	COMPLETED	0	2026-03-23 13:05:30.438	1m 5s	13s	95.8%	294 MB	395.3 MB	68.2 MB	103.2 MB
71	45/96d3b3	5842090	NFCORE_RNASPLICE:RNASPLICE:DRIMSEQ_DEXSEQ_DTU_SALMON:DEXSEQ_DTU (1)	COMPLETED	0	2026-03-23 13:03:35.345	17m 30s	15m 54s	136.6%	1.5 GB	3.3 GB	100.7 MB	167.4 MB
79	de/c600f1	5842410	NFCORE_RNASPLICE:RNASPLICE:DRIMSEQ_DEXSEQ_DTU_SALMON:STAGER (2)	COMPLETED	0	2026-03-23 13:23:56.062	45s	12s	105.0%	491.4 MB	844 MB	65.8 MB	4.6 MB
78	8d/a607e8	5842409	NFCORE_RNASPLICE:RNASPLICE:DRIMSEQ_DEXSEQ_DTU_SALMON:STAGER (1)	COMPLETED	0	2026-03-23 13:23:56.039	45s	13s	104.6%	529.2 MB	880.8 MB	65.2 MB	4.3 MB
77	81/bc7a60	5842103	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:DIFFSPLICE_IOI (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 13:06:35.405	47m	38m 41s	94.9%	3.2 GB	3.5 GB	619.4 MB	118.2 MB
80	c9/f51edc	5843299	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:CLUSTERGROUPS_IOI (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 13:53:37.366	1m 18s	2s	5.5%	15.7 MB	24.6 MB	1.4 MB	1.3 KB
76	ee/1ae94d	5842102	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:DIFFSPLICE_IOI (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 13:06:35.383	49m 10s	40m 44s	95.2%	3.2 GB	3.5 GB	618.7 MB	118.3 MB
82	0a/a4a2c7	5843312	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:CLUSTERGROUPS_IOI (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 13:55:45.398	15.5s	1s	16.5%	3 MB	5.4 MB	1.4 MB	1.3 KB
81	fe/a86073	5843308	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:CLUSTEREVENTS_IOI (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 13:54:56.815	1m 24s	15s	74.6%	95.6 MB	637.8 MB	88.7 MB	53.2 KB
83	6a/0268b6	5843313	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:CLUSTEREVENTS_IOI (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 13:56:00.940	1m 24s	9s	87.9%	86.2 MB	458.3 MB	88.4 MB	36.3 KB
55	34/8f0500	5840734	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR27320655)	COMPLETED	0	2026-03-23 11:20:59.801	2h 55m 51s	2h 10m 38s	38.3%	37.4 GB	39.1 GB	48.4 GB	9.8 GB
56	dc/689aa5	5840736	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR27320660)	COMPLETED	0	2026-03-23 11:20:59.869	2h 56m 51s	2h 11m 38s	37.1%	37.4 GB	39 GB	48.2 GB	10.3 GB
54	af/037d3f	5840735	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR17866818)	COMPLETED	0	2026-03-23 11:20:59.847	2h 57m 21s	2h 11m 55s	38.8%	37.4 GB	39 GB	49 GB	10.6 GB
85	35/a34791	5843606	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR27320655)	COMPLETED	0	2026-03-23 14:17:13.421	1m 8s	30s	668.1%	11.6 GB	35.7 GB	2.4 GB	1.2 GB
90	68/846b5c	5843614	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR27320655)	COMPLETED	0	2026-03-23 14:18:21.227	39.8s	11s	136.4%	23.6 MB	220.9 MB	1.2 GB	2.5 MB
92	7c/2985d2	5843616	NFCORE_RNASPLICE:RNASPLICE:EDGER_DEU:SUBREAD_FEATURECOUNTS (SRR27320655)	COMPLETED	0	2026-03-23 14:18:43.876	22.4s	13s	473.4%	566 MB	996.1 MB	1.8 GB	442.9 MB
57	fe/3aa2b1	5840737	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR17866822)	COMPLETED	0	2026-03-23 11:20:59.906	2h 58m 21s	2h 13m 5s	42.9%	37.4 GB	39 GB	50.6 GB	11.4 GB
88	cf/cc5862	5843612	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR17866818)	COMPLETED	0	2026-03-23 14:18:20.898	1m 5s	29s	618.8%	12.6 GB	35.8 GB	2.5 GB	1.1 GB
86	a6/f8901f	5843608	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR27320660)	COMPLETED	0	2026-03-23 14:17:50.653	1m 35s	29s	672.7%	11.6 GB	35.7 GB	2.4 GB	1.2 GB
61	cd/a27829	5840733	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR27320659)	COMPLETED	0	2026-03-23 11:20:59.775	2h 58m 51s	2h 13m 33s	47.5%	37.4 GB	39.1 GB	52.3 GB	12.4 GB
95	d4/d966ec	5843622	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR27320660)	COMPLETED	0	2026-03-23 14:19:52.701	33.3s	11s	139.9%	21.2 MB	220.9 MB	1.2 GB	2.5 MB
96	18/ae85a4	5843619	NFCORE_RNASPLICE:RNASPLICE:EDGER_DEU:SUBREAD_FEATURECOUNTS (SRR27320660)	COMPLETED	0	2026-03-23 14:19:43.262	42.7s	12s	500.7%	483.1 MB	996.1 MB	1.5 GB	233.5 MB
98	ad/5231e0	5843624	NFCORE_RNASPLICE:RNASPLICE:EDGER_DEU:SUBREAD_FEATURECOUNTS (SRR17866818)	COMPLETED	0	2026-03-23 14:20:05.242	20.7s	13s	490.0%	648.3 MB	1.2 GB	1.7 GB	395 MB
100	1c/1f85e1	5843623	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR17866818)	COMPLETED	0	2026-03-23 14:20:01.255	24.7s	11s	140.6%	21.2 MB	220.9 MB	1.1 GB	2.5 MB
93	49/eb881e	5843618	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR17866822)	COMPLETED	0	2026-03-23 14:19:21.138	1m 35s	33s	637.3%	14.3 GB	35.9 GB	2.8 GB	1.2 GB
103	ad/c35d97	5843628	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR17866822)	COMPLETED	0	2026-03-23 14:20:56.575	14.4s	12s	143.9%	20.8 MB	220.9 MB	1.2 GB	2.4 MB
101	9f/7b7bed	5843626	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR27320659)	COMPLETED	0	2026-03-23 14:20:10.117	1m 11s	51s	556.1%	15.1 GB	35.6 GB	3.1 GB	1.5 GB
106	c2/1445ad	5843635	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR27320659)	COMPLETED	0	2026-03-23 14:21:21.141	16.9s	14s	138.5%	23 MB	220.9 MB	1.5 GB	2.6 MB
59	e8/7a0ad9	5840738	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR17866817)	COMPLETED	0	2026-03-23 11:21:00.070	3h 38s	2h 15m 16s	50.4%	37.5 GB	39.1 GB	53.8 GB	13.7 GB
104	ee/0f47a4	5843629	NFCORE_RNASPLICE:RNASPLICE:EDGER_DEU:SUBREAD_FEATURECOUNTS (SRR17866822)	COMPLETED	0	2026-03-23 14:20:56.607	49.4s	15s	476.7%	735.4 MB	1.2 GB	2.1 GB	658.3 MB
107	e8/091c70	5843633	NFCORE_RNASPLICE:RNASPLICE:EDGER_DEU:SUBREAD_FEATURECOUNTS (SRR27320659)	COMPLETED	0	2026-03-23 14:21:21.009	25s	16s	471.6%	755.7 MB	1.2 GB	2.6 GB	797.8 MB
62	1d/cbaec9	5840739	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:STAR_ALIGN (SRR17866820)	COMPLETED	0	2026-03-23 11:21:00.224	3h 1m 16s	2h 15m 58s	57.9%	37.4 GB	39.1 GB	54.7 GB	13.9 GB
109	df/14e3a7	5843637	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR17866817)	COMPLETED	0	2026-03-23 14:21:38.728	1m 2s	36s	654.6%	17 GB	36.2 GB	3.3 GB	1.5 GB
75	71/f9464d	5842098	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:DIFFSPLICE_IOE (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 13:05:43.067	1h 17m 13s	1h 7m 58s	98.3%	2.6 GB	3 GB	1 GB	468.1 MB
116	eb/41df5d	5843647	NFCORE_RNASPLICE:RNASPLICE:SUPPA_SALMON:CLUSTERGROUPS_IOE (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 14:22:57.112	3.9s	0ms	45.1%	3.1 MB	5.4 MB	1.4 MB	1.3 KB
111	6e/6900e6	5843641	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR17866820)	COMPLETED	0	2026-03-23 14:22:16.047	59.9s	46s	605.0%	21.2 GB	38 GB	3.7 GB	1.7 GB
113	e2/163d04	5843644	NFCORE_RNASPLICE:RNASPLICE:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR17866817)	COMPLETED	0	2026-03-23 14:22:54.476	21.5s	15s	141.2%	24.5 MB	220.9 MB	1.5 GB	2.7 MB
